문장,분류,인식,기대
"김운호 IBK투자증권 연구원은 12일 낸 보고서에서 “LCD 가격은 올 8월부터 보합세로, 9월에는 하락세로 전환할 것”이라며 “하반기 TV 수요도 상반기 대비 부진하고, 부품 수급이 해소되면서 공급 과잉으로 전환될 것”으로 내다봤다.",10,0,1
또 서버DRAM의 수요가 상대적으로 견조하다고는 하지만 이로 인해 메모리 반도체 가격인상이 일어날 가능성은 낮다고 평가됐다.,17,0,2
다이슨측은 '소모품 40% 가격 인상'과 관련해 '한국 소비자를 위한 불가피한 조치'라는 입장이다.,6,3,0
지난해 태양광 모듈 평균 판매가격은 글로벌 시장의 경쟁 심화로 전년 대비 19.2%나 가격이 떨어졌지만 올해는 1.8%로 하락폭이 둔화됐다.,17,1,2
"다만 텔레비전, 세탁세제, 믹서 등의 가격 하락세 탓에 석유류의 가격 상승에도 불구하고 공업제품의 가격 상승률은 1.8%로 소폭 상승세에 머물렀다.",17,2,0
"김예진 씨는 ""귀금속 가격이 너무 많이 올라 심플한 커플링만 사고 평소 갖고 싶었던 명품백을 받기로 했다""며 ""귀금속 대신 명품가방을 하는 게 요즘 예물 트랜드""라고 말했다.",13,3,0
주중 매일 다른 상품이 공개되며 주말에는 그 주에 판매한 코트와 점퍼 전 제품을 할인된 가격에 만나볼 수 있다.,4,1,0
농산물과 석유류 가격은 올랐지만 전기·수도·가스는 작년보다 8.9% 하락했다.,1,2,0
2020년부터 기존 자동차 업체들의 대응도 빨라지면서 더 성능이 좋고 가격은 싼 전기차가 대거 출시될 예정이다.,8,0,1
상대적으로 싸면서도 품질과 디자인은 우수한 가격 대비 성능이 좋은 차라는 겁니다.,8,1,0
"롯데마트의 경우 610개 상품 중 25개 상품이, 홈플러스는 166개 상품 중 13개 상품의 가격이 인상된 것으로 집계됐다.",0,2,0
크리넥스 각티슈 가격은 지난 21일부터 2천원에서 2천100원으로 5% 인상됐습니다.,6,3,0
대형 가구사 대부분이 가격 인상에 뛰어든 것.,6,3,0
최근 장바구니 물가 상승이 가계의 부담을 더하는 가운데 어버이날과 스승의 날 특수를 맞은 카네이션 가격도 지난해 같은 기간보다 30% 가량 오른 것으로 나타났다.,13,3,0
"매장 관계자는 ""본사에 가격 인상을 알렸고, 지점마다 가격이 오르는 시점은 다를 것""이라고 전했다.",0,3,3
월풀 세탁기의 가격 인상폭은 최대 20% 수준이 될 전망이다.,6,0,3
또 다른 브랜드숍 화장품사인 A사도 가격 인상을 고심하고 있다.,13,0,3
"이외에 놀부부대찌게, 신선설농탕, 미용실, 네일아트숍 등도 가격을 인상했다.",12,3,0
업계는 국민들의 휘발유 가격 부담을 덜어주기 위해선 전체 휘발유 가격의 절반을 차지하는 유류세를 인하하는 게 유일한 대안이라고 본다.,8,3,2
"문재인 대통령은 지난 12일 국무회의에서 ""공공요금 동결 등 생활물가 안정에 전력을 기울여 달라""고 언급해 사실상 가스 요금 동결에 힘을 실었다.",1,3,0
한국소비자연맹은 지난해 8월부터 올해 1월까지 대형마트 3사의 할인·행사 제품 판매가를 조사했는데요.대형 마트들이 '행사' 또는 '할인'이라고 표시한 제품 상당수의 가격이 행사 전과 동일했습니다.,0,2,0
반면 소매가격은 여전히 높은 수준을 유지하고 있다.,0,3,0
쉐라톤 서울 디큐브시티 호텔과 JW메리어트 동대문 스퀘어 서울은 가격을 그대로 유지했다.,12,2,0
‘호텔 레스토랑은 비싸다’라는 인식에서 벗어나 가성비를 추구하는 고객들을 위해 레스토랑의 가격 문턱을 대폭 낮췄다.,12,1,0
"한편 지난해 입장권 가격을 파격적으로 낮춘 한화클래식은 올해도 서울과 천안 극장 모두 R석 5만원, S석 3만5000원, A석 2만원으로 가격을 유지한다.",10,1,0
배출권 가격 안정된 미국·EU,0,1,0
"그는 ""국제철강가격은 3분기 동안에는 약세 흐름이 이어질 공산이 크지만 추가적으로 크게 하락할 가능성은 낮다""고 진단했다.",14,1,2
반면 숙박 서비스 가격은 상승폭을 축소했다.,12,2,0
넥센타이어도 가격 인상 폭과 일정을 조율 중인 것으로 전해진다.,8,0,3
"이런가운데 메가박스는 한 매체와의 통화에서 ""극장 차등 요금제나 가격 인상 계획이 없다.",10,0,2
"입장권 가격은 R·S 등급은 지난해와 비슷하고, A등급은 약간 낮춘 것으로 알려졌다.",10,1,0
"아직 구체적으로 언제부터, 얼마나 많이 티켓 가격이 조정될지는 결정되지 않았다.",10,0,0
T골프장 관계자는 “제주에 골프장이 많이 생기면서 회원권 가격이 떨어져 입회금을 돌려달라는 회원이 많았다”며 “입회금을 100억 원가량 돌려줬지만 계속 밀려드는 반환 요청을 감당할 수 없었다”고 밝혔다.,10,1,0
"대한항공과 정부, 산업은행은 해외 항공사와 경쟁 체제이기 때문에 가격 인상이 어려울 것이라는 입장이다.",8,0,2
무리한 항공권 가격 인상 등이 없도록 조치하겠다는 것이다.,8,0,2
이번 티켓오픈에 한해서 10년 전 티켓가격과 동일한 가격이다.,10,2,0
상시 7% 할인된 가격으로 구매할 수 있는 이 상품권은 연말정산 때 소득공제 및 도내 공공시설 입장료 할인 등 혜택도 받을 수 있다.,0,1,0
인터파크에서는 설 연휴 할인을 적용하면 영국 록 밴드 퀸의 명곡을 들을 수 있는 뮤지컬 ‘위 윌 락 유’를 반값에 만나볼 수 있다.,10,1,0
이마트는 '에브리데이 국민가격' 프로모션을 통해 일부 품목을 초저가로 선보이고 있다.,0,1,0
현대백화점면세점은 화장품·패션잡화 등 100여 개 브랜드가 참여해 최대 50% 할인 혜택을 제공하는 '반값데이' 행사를 진행한다.,13,1,0
디자인유나이티드에서는 벤치파카 2종을 최대 65% 할인된 가격인 5만5000원에 각각 선보일 예정이다.,4,0,1
물론 가격을 올리지 않았거나 되레 내린 품목도 있다.,0,1,0
휴가철 캠핑용 식재료 39개 상품 가운데 지난해보다 가격이 오른 상품은 23개였고 하락한 상품은 14개였다.,2,2,0
이 밖에 ‘LBL’이나 ‘아이젤’ 등 자체기획 브랜드의 재고·반품 상품을 싼 가격에 선보여 호응을 얻었다.,4,1,0
아울러 개소세 인하에 대응해 업체의 승용차 가격 인하도 유도합니다.,8,0,1
"뷰티 전문 온라인 쇼핑몰인 룩판타스틱과 스트로베리넷에선 화장품, 바디 및 헤어 용품을 경제적인 가격에 구매할 수 있다.",13,0,0
물가상승으로 원부자재와 물류비 등 제반경비가 늘어난 데다 패키지 리뉴얼에 따른 비용이 발생했다는 게 가격 인상의 이유다.,14,3,0
'모던 스테인리스' 색상이며 가격은 출하가 기준 215만 원이다.,0,0,0
또 다른 관계자도 “보편요금제가 민간기업에 대한 직접적 가격통제로 작용할 수 있다는 점을 우려한다”며 “소비패턴에 맞춘 요금제를 출시하고 각종 요금감면 정책 등 통신사의 역할이 충분히 고려되길 기대한다”고 말했다.,9,0,1
아울러 국내 숙박 이용권도 저렴한 가격에 구매할 수 있다.,12,0,0
코발트는 지난 3월 10만달러에 육박할 정도로 역대 최고치까지 가격이 치솟은 바 있다.,14,3,0
사우디 정부는 또 이날부터 전기요금 가격도 대폭 올렸다.,5,3,0
색조 화장품으로 유명한 바비 브라운도 이날부터 주요 품목인 립틴트의 가격을 평균 5% 인상했다.,13,3,0
로밍 요금 부담을 완화한 SK텔레콤과 고가 요금제의 가격을 낮춘 LG유플러스에 이어 KT도 요금 인하 대열에 합류하기로 했다.,9,1,0
"수입 화장품, 새해 벽두부터 가격 인상",13,3,0
"가구 가격도 새해 들어 올라, 현대리바트는 15일부터 침대와 식탁 류 가격을 3~4% 올릴 계획입니다.",6,0,3
중국이 이처럼 소비세를 올리는 방법으로 담뱃값 인상을 유도한 것은 다양한 금연 정책에도 늘어나는 흡연인구를 줄이기 위한 것이다.,3,3,0
"미바스, 온더바디, 메소드, 선케어 등의 아이템은 최대 50% 할인, 아이소이, 메디힐, 클리오, 메이블린, 피지오겔, 세타필, 로레알, 이브로쉐 등의 스킨케어 및 메이크업 아이템은 최대 20~30% 할인된 가격으로 판매한다.",13,1,0
포스코가 공급하는 스테인리스 가격이 불과 1년만에 배 가까이 올랐다.,17,3,0
"김보경 과장은 ""집세 등 서비스 가격이 올랐지만 석유류와 도시가스 하락 영향이 지속됐다""면서 ""3월과 비슷한 양상""이라고 말했다.",5,3,0
상품 가격이 전반적으로 떨어진 반면에 서비스 가격은 작년 같은 달보다 1.6% 상승했다.,1,2,0
도시가스 가격 하락의 영향도 이어졌다.,5,1,0
김현태 특파원 = 러시아 주도의 경제공동체인 '유라시아경제연합' 가입을 앞둔 키르기스스탄이 국내 생필품 가격을 규제키로 했다.,6,0,2
베어링은 변속기 등에 사용되는 중요한 부품으로 수입의존도가 높아 담합을 할 경우 자동차 가격에 반영돼 국내 소비자가 피해를 볼 수 있습니다.,17,0,3
[1분 어드바이스] 유럽 여행 반값으로 가는 법,10,1,0
일반 휴대전화와 고급 휴대전화 가격을 함께 계산하면 3년 연속 우리나라 휴대전화 가격이 가장 비싸다.,9,1,0
"홈플러스, 주요 생필품 1천950개 상시 10~30% 가격인하",1,1,0
"외래진료비, 하수도료, 공동주택관리비, 학원비 등은 가격이 오른 반면 단체여행비, 국제항공료 등은 가격이 하락했다.",1,2,0
택배가격인상을 통해 수익성 개선이 기대되면서 투자심리가 완화된 것으로 풀이된다.,8,3,0
결국 소득은 늘어도 집값과 사교육비가 더 올라 실제 쓸 수 있는 돈은 오히려 줄었다고 볼 수 있다.,11,3,0
◇ 최상위그룹 자녀 과외에 많은 비용 투입 이 최상위 그룹의 보충교육비는 지난 3.4분기에 월평균 31만8천125원으로 전문 가그룹의 22만3천133원보다 42.6%나 많았다.,11,0,0
【서울=뉴시스】박준호 기자 = 한국무역협회는 16일 무역업계의 교육비용 절감과 무역인력양성 인프라 구축 등 사이버연수를 강화하기 위해 10억 원을 투입할 계획이라고 밝혔다.,11,1,0
"교육제도 변화, 분양가 상한제 아파트 청약 대기 수요 증가 등도 전셋값 상승 요인으로 작용할 전망이다.",5,3,0
저출산은 교육비 부담 증가와 무관하지 않다.,11,3,0
특히 부산국제중은 식대와 특성화교육비 등을 제외한 모든 비용이 무료인 데다 희소성 때문에 부산시 학부모 사이에서는 꿈의 학교로 불리며 입학을 위해 서울 등 타지역에서 이사를 오는 경우도 있을 정도다.,11,1,0
"우리 아이를 사교육비 부담 없이 지식기반 경제에 맞는 인재로 키우는 방향으로 교육개혁 방향이 제시된다면, 아이 낳기를 꺼릴 이유가 없으며 세금을 좀 더 내는데 저항할 이유가 없다.",11,0,0
"결국 교육부는 3월 27일 검정교과서 171개에 대해 초등학교 교과서는 34.8%, 고등학교 교과서는 44.4%를 인하하라고 가격조정명령을 내렸고 출판사들은 이 명령의 효력을 취소해달라는 소송을 제기했다.",11,1,0
"지금 교육과 관련해서 가장 불편한 게 뭐냐, 저는 오히려 무상급식이라는 답변보다는 사교육비 부담이 가장 고통스럽다, 고민스럽다는 답변이 더 많이 나오고 있다고 생각합니다.",11,0,0
따라서 이 지역 학원들이 운영이 어려워 생존권 차원에서 시위에 나서는 것까지는 이해할 수 있어도 교육 균등의 기회를 제공하겠다는 수능 방송을 사교육비 부담을 늘린다는 이유로 중단하라는 것은 논리에 맞지 않아 보인다.,11,0,0
"앞서 교육부는 지난 2월 출판사 대표단과 세 차례에 걸친 간담회와 실무진 협의회 등을 통해 가격조정을 권고했으나, 일부에서 이를 수용하지 않아 가격조정 명령을 내리게 됐다고 설명했다.",11,0,1
이 같은 문제점을 인식한 교육부도 지난해 ‘학교주관구매’와 ‘가격상한제’ 등을 담은 교복 가격 안정화 방안을 발표했다.,4,0,2
중산층 교육비 지출 부담은 1990년 13.4%에서 2013년 20.9%로 크게 늘었다.,11,3,0
"그런데 올해, 학교폭력과 왕따 문제, 학생인권조례 제정 등으로 더욱 혼란스러운 교육환경 속에서 학부모들은 다시 한 번 교복 값에 가슴 철렁하는 경험을 해야 했다.",4,3,0
이같은 국내와 해외소비의 양극화 현상은 특정부문에서는 더욱 뚜렷이 나타나 지난해 가계의 교육비 지출은 0.1%가 줄어들어 외환위기 이후 처음으로 감소됐지만 국제수지통계상의 해외 유학·연수 비용의 증가율은 34.1%에 달했습니다.,11,1,0
주형환 기획재정부 제1차관은 이날 물가관계차관회의를 주재한 자리에서 “물가의 구조 개선 노력과 함께 서민들의 생계비가 경감될 수 있도록 교육·통신·주거·의료비 등 서민 생활과 밀접한 물가도 철저히 관리해 나가겠다”고 밝혔다.,1,0,0
경북대 관계자는 “학령인구가 감소하고 임금과 물가가 지속적으로 상승해 대학의 부담이 크지만 교육비 부담을 덜기 위해 학부와 전문대학원 등록금을 동결했다”고 밝혔다.,11,2,0
하지만 전체적으로 소비가 줄어드는 가운데서도 과외 등 사교육비 지출은 여전히 높은 수준을 나타냈다.,11,3,0
